año,mes,mes_numero,tipo,origen,destino,compañia,tipo_avion,capacidad,fuente
2023,Enero,1,Llegada,Pto. Vallarta,AIFA,Volaris,A320 y A320neo,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Septiembre,9,Llegada,La Paz,AIFA,Volaris,A320 y A320neo,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Octubre,10,Llegada,La Paz,AIFA,Volaris,A320 y A320neo,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Noviembre,11,Llegada,La Paz,AIFA,Volaris,A320 y A320neo,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Diciembre,12,Llegada,La Paz,AIFA,Volaris,A320 y A320neo,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2023,Enero,1,Llegada,La Paz,AIFA,Volaris,A320 y A320neo,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Septiembre,9,Llegada,Los Cabos,AIFA,Volaris,A320 y A320neo,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Octubre,10,Llegada,Los Cabos,AIFA,Volaris,A320 y A320neo,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Noviembre,11,Llegada,Los Cabos,AIFA,Volaris,A320 y A320neo,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Diciembre,12,Llegada,Los Cabos,AIFA,Volaris,A320 y A320neo,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2023,Enero,1,Llegada,Los Cabos,AIFA,Volaris,A320 y A320neo,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Septiembre,9,Llegada,Oaxaca,AIFA,Volaris,A320 y A320neo,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Octubre,10,Llegada,Oaxaca,AIFA,Volaris,A320 y A320neo,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Noviembre,11,Llegada,Oaxaca,AIFA,Volaris,A320 y A320neo,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Diciembre,12,Llegada,Oaxaca,AIFA,Volaris,A320 y A320neo,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2023,Enero,1,Llegada,Oaxaca,AIFA,Volaris,A320 y A320neo,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Septiembre,9,Llegada,Pto. Escondido,AIFA,Volaris,A320 y A320neo,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Octubre,10,Llegada,Pto. Escondido,AIFA,Volaris,A320 y A320neo,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Noviembre,11,Llegada,Pto. Escondido,AIFA,Volaris,A320 y A320neo,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Diciembre,12,Llegada,Pto. Escondido,AIFA,Volaris,A320 y A320neo,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2023,Enero,1,Llegada,Pto. Escondido,AIFA,Volaris,A320 y A320neo,180,https://www.seatguru.com/airlines/Viva_Aerobus/Viva_Aerobus_Airbus_A320.php
2022,Septiembre,9,Salida,AIFA,Panama,Copa Airlines,B737-800,157,https://www.seatguru.com/airlines/Copa_Airlines/Copa_Airlines_Boeing_737-800.php y https://www.seatguru.com/airlines/Copa_Airlines/Copa_Airlines_Boeing_737-800_C.php
2022,Octubre,10,Salida,AIFA,Panama,Copa Airlines,B737-800,157,https://www.seatguru.com/airlines/Copa_Airlines/Copa_Airlines_Boeing_737-800.php y https://www.seatguru.com/airlines/Copa_Airlines/Copa_Airlines_Boeing_737-800_C.php
2022,Noviembre,11,Salida,AIFA,Panama,Copa Airlines,B737-800,157,https://www.seatguru.com/airlines/Copa_Airlines/Copa_Airlines_Boeing_737-800.php y https://www.seatguru.com/airlines/Copa_Airlines/Copa_Airlines_Boeing_737-800_C.php
2022,Diciembre,12,Salida,AIFA,Panama,Copa Airlines,B737-800,157,https://www.seatguru.com/airlines/Copa_Airlines/Copa_Airlines_Boeing_737-800.php y https://www.seatguru.com/airlines/Copa_Airlines/Copa_Airlines_Boeing_737-800_C.php
2023,Enero,1,Salida,AIFA,Panama,Copa Airlines,B737-800,157,https://www.seatguru.com/airlines/Copa_Airlines/Copa_Airlines_Boeing_737-800.php y https://www.seatguru.com/airlines/Copa_Airlines/Copa_Airlines_Boeing_737-800_C.php
2022,Septiembre,9,Llegada,Panama,AIFA,Copa Airlines,B737-800,157,https://www.seatguru.com/airlines/Copa_Airlines/Copa_Airlines_Boeing_737-800.php y https://www.seatguru.com/airlines/Copa_Airlines/Copa_Airlines_Boeing_737-800_C.php
2022,Octubre,10,Llegada,Panama,AIFA,Copa Airlines,B737-800,157,https://www.seatguru.com/airlines/Copa_Airlines/Copa_Airlines_Boeing_737-800.php y https://www.seatguru.com/airlines/Copa_Airlines/Copa_Airlines_Boeing_737-800_C.php
2022,Noviembre,11,Llegada,Panama,AIFA,Copa Airlines,B737-800,157,https://www.seatguru.com/airlines/Copa_Airlines/Copa_Airlines_Boeing_737-800.php y https://www.seatguru.com/airlines/Copa_Airlines/Copa_Airlines_Boeing_737-800_C.php
2022,Diciembre,12,Llegada,Panama,AIFA,Copa Airlines,B737-800,157,https://www.seatguru.com/airlines/Copa_Airlines/Copa_Airlines_Boeing_737-800.php y https://www.seatguru.com/airlines/Copa_Airlines/Copa_Airlines_Boeing_737-800_C.php
2023,Enero,1,Llegada,Panama,AIFA,Copa Airlines,B737-800,157,https://www.seatguru.com/airlines/Copa_Airlines/Copa_Airlines_Boeing_737-800.php y https://www.seatguru.com/airlines/Copa_Airlines/Copa_Airlines_Boeing_737-800_C.php
2022,Septiembre,9,Salida,AIFA,"Santo Domingo,Rep Dom",Arajet,B737-800,165,https://www.seatguru.com/airlines/GOL/GOL_Boeing_737_MAX_8_V1.php y https://www.seatguru.com/airlines/GOL/GOL_Boeing_737-700.php
2022,Octubre,10,Salida,AIFA,"Santo Domingo,Rep Dom",Arajet,B737-800,165,https://www.seatguru.com/airlines/GOL/GOL_Boeing_737_MAX_8_V1.php y https://www.seatguru.com/airlines/GOL/GOL_Boeing_737-700.php
2022,Noviembre,11,Salida,AIFA,"Santo Domingo,Rep Dom",Arajet,B737-800,165,https://www.seatguru.com/airlines/GOL/GOL_Boeing_737_MAX_8_V1.php y https://www.seatguru.com/airlines/GOL/GOL_Boeing_737-700.php
2022,Diciembre,12,Salida,AIFA,"Santo Domingo,Rep Dom",Arajet,B737-800,165,https://www.seatguru.com/airlines/GOL/GOL_Boeing_737_MAX_8_V1.php y https://www.seatguru.com/airlines/GOL/GOL_Boeing_737-700.php
2023,Enero,1,Salida,AIFA,"Santo Domingo,Rep Dom",Arajet,B737-800,165,https://www.seatguru.com/airlines/GOL/GOL_Boeing_737_MAX_8_V1.php y https://www.seatguru.com/airlines/GOL/GOL_Boeing_737-700.php
2022,Septiembre,9,Llegada,"Santo Domingo,Rep Dom",AIFA,Arajet,B737-800,165,https://www.seatguru.com/airlines/GOL/GOL_Boeing_737_MAX_8_V1.php y https://www.seatguru.com/airlines/GOL/GOL_Boeing_737-700.php
2022,Octubre,10,Llegada,"Santo Domingo,Rep Dom",AIFA,Arajet,B737-800,165,https://www.seatguru.com/airlines/GOL/GOL_Boeing_737_MAX_8_V1.php y https://www.seatguru.com/airlines/GOL/GOL_Boeing_737-700.php
2022,Noviembre,11,Llegada,"Santo Domingo,Rep Dom",AIFA,Arajet,B737-800,165,https://www.seatguru.com/airlines/GOL/GOL_Boeing_737_MAX_8_V1.php y https://www.seatguru.com/airlines/GOL/GOL_Boeing_737-700.php
2022,Diciembre,12,Llegada,"Santo Domingo,Rep Dom",AIFA,Arajet,B737-800,165,https://www.seatguru.com/airlines/GOL/GOL_Boeing_737_MAX_8_V1.php y https://www.seatguru.com/airlines/GOL/GOL_Boeing_737-700.php
2023,Enero,1,Llegada,"Santo Domingo,Rep Dom",AIFA,Arajet,B737-800,165,https://www.seatguru.com/airlines/GOL/GOL_Boeing_737_MAX_8_V1.php y https://www.seatguru.com/airlines/GOL/GOL_Boeing_737-700.php
